,NU_ANO_CENSO,CO_IES,NO_IES,SG_UF_IES,NO_MUNICIPIO_IES,QT_MAT,QT_ING,QT_CONC
1242,2021,1720,FACULDADE MINAS GERAIS,MG,Belo Horizonte,10,9,0
1258,2021,1786,INSTITUTO MACHADENSE DE ENSINO SUPERIOR,MG,Machado,117,60,13
1271,2021,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,MG,Belo Horizonte,127,54,99
1300,2021,1923,FACULDADE  ARNALDO JANSSEN,MG,Belo Horizonte,176,87,62
1309,2021,1984,Centro Universitário Unifacig,MG,Manhuaçu,9,16,0
1310,2021,1986,CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA,MG,Juiz de Fora,0,0,0
1314,2021,2040,FACULDADE DO FUTURO,MG,Manhuaçu,6,11,0
1324,2021,2145,FACULDADE PROMOVE DE TECNOLOGIA,MG,Belo Horizonte,19,4,15
1328,2021,2171,INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR,MG,Belo Horizonte,3,0,3
1334,2021,2200,FACULDADE VALE DO GORUTUBA,MG,Nova Porteirinha,1,0,0
1335,2021,2229,FACULDADE UNIS SÃO LOURENÇO,MG,São Lourenço,2,0,2
1336,2021,2241,CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO,MG,Juiz de Fora,38,0,33
1341,2021,2270,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,MG,Extrema,164,66,64
1342,2021,2275,FACULDADE SANTO AGOSTINHO,MG,Montes Claros,0,0,0
1365,2021,2579,CENTRO UNIVERSITÁRIO ATENAS,MG,Paracatu,8,9,0
1369,2021,2703,FACULDADE SENAC MINAS,MG,Contagem,10,0,9
1396,2021,3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",MG,Uberaba,74,43,13
1400,2021,3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",MG,Montes Claros,200,114,6
1401,2021,3189,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",MG,Belo Horizonte,502,176,74
1405,2021,3279,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",MG,Juiz de Fora,218,76,56
1414,2021,3368,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,MG,Varginha,824,556,205
1415,2021,3371,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,MG,Patos de Minas,154,149,19
1416,2021,3372,CENTRO UNIVERSITÁRIO DE LAVRAS,MG,Lavras,35,18,18
1420,2021,3430,"Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem",MG,Uberlândia,183,106,86
1433,2021,3786,FACULDADE DE ENSINO DE MINAS GERAIS,MG,Belo Horizonte,23,0,23
1453,2021,3983,CENTRO UNIVERSITÁRIO DE FORMIGA,MG,Formiga,6,14,0
1489,2021,4251,FACULDADE PITÁGORAS DE TECNOLOGIA DE BELO HORIZONTE,MG,Belo Horizonte,193,89,123
1496,2021,4362,FACULDADE PITÁGORAS DE BETIM,MG,Betim,138,84,89
1522,2021,4722,FACULDADES INTEGRADAS VIANNA JÚNIOR,MG,Juiz de Fora,52,36,11
1527,2021,4766,Centro Universitário UNA de Contagem,MG,Contagem,128,135,13
1534,2021,4910,FACULDADE DO TRABALHO,MG,Uberlândia,134,60,77
1538,2021,4962,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,MG,Sete Lagoas,58,0,30
1554,2021,5369,FACULDADES INTEGRADAS ASMEC,MG,Ouro Fino,5,0,5
1555,2021,5370,Centro Universitário Doctum de Teófilo Otoni,MG,Teófilo Otoni,36,291,9
1588,2021,13034,Faculdade de Ensino Superior,MG,Uberlândia,3,3,0
1591,2021,13300,FACULDADE ADJETIVO CETEP,MG,Mariana,61,0,20
1597,2021,13663,FACULDADE ISEIB DE BETIM,MG,Betim,3,0,2
1598,2021,13684,FACULDADE PITÁGORAS DE CONTAGEM,MG,Contagem,181,166,96
1604,2021,13828,FACULDADE ISEIB DE BELO HORIZONTE,MG,Belo Horizonte,62,3,51
1607,2021,14028,Centro Universitário UNA de Betim,MG,Betim,72,79,8
1610,2021,14242,FACULDADE ÚNICA DE TIMÓTEO,MG,Timóteo,0,0,0
1611,2021,14246,Faculdade Presidente Antônio Carlos de Uberaba,MG,Uberaba,6,1,1
1612,2021,14248,Faculdade Presidente Antônio Carlos de Uberlândia,MG,Uberlândia,6,0,0
1636,2021,15450,Faculdade Única de Ipatinga,MG,Ipatinga,612,1151,3
1637,2021,15452,CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO,MG,Bom Despacho,3,5,0
1638,2021,15453,Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete,MG,Conselheiro Lafaiete,10,0,10
1708,2021,18462,FACULDADE PROMOVE DE CURVELO,MG,Curvelo,12,0,11
1718,2021,18952,Faculdade FAMART,MG,Itaúna,10,10,0
1731,2021,19512,Centro Universitário Imepac - Araguari,MG,Araguari,27,0,4
1745,2021,20053,FACULDADE UNIMED,MG,Belo Horizonte,160,129,33
1753,2021,20700,FACULDADE DE DESENVOLVIMENTO DO NORTE,MG,São Francisco,17,0,11
1756,2021,21200,Faculdade ISMD,MG,Belo Horizonte,29,8,17
1779,2021,22103,FACULDADE SANTA CASA DE BELO HORIZONTE,MG,Belo Horizonte,38,29,0
1785,2021,22455,FGW - Faculdade de Gestão WOLI,MG,Araxá,137,237,7
9,2020,27,UNIVERSIDADE VALE DO RIO VERDE,MG,Três Corações,45,28,6
29,2020,143,UNIVERSIDADE DE UBERABA,MG,Uberaba,1612,822,431
62,2020,337,Centro Universitário Academia,MG,Juiz de Fora,33,25,13
63,2020,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,MG,Belo Horizonte,1,0,1
64,2020,343,CENTRO UNIVERSITÁRIO NEWTON PAIVA,MG,Belo Horizonte,772,418,229
65,2020,344,CENTRO UNIVERSITÁRIO UNA,MG,Belo Horizonte,1218,750,454
66,2020,349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,MG,Belo Horizonte,62,2,54
71,2020,367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,MG,Montes Claros,201,59,18
111,2020,513,UNIVERSIDADE VALE DO RIO DOCE,MG,Governador Valadares,22,9,13
160,2020,727,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO",MG,Luz,0,14,0
173,2020,828,FACULDADE DE SÃO LOURENÇO,MG,São Lourenço,30,0,19
186,2020,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,MG,Belo Horizonte,452,206,59
250,2020,1346,FACULDADE BATISTA DE MINAS GERAIS,MG,Belo Horizonte,3,5,0
288,2020,1492,FACULDADE PITÁGORAS DE UBERLÂNDIA,MG,Uberlândia,76,52,49
295,2020,1509,Centro Universitário Estácio de Belo Horizonte - Estácio BH,MG,Belo Horizonte,163,149,31
304,2020,1557,UNIVERSIDADE FUMEC,MG,Belo Horizonte,162,87,48
305,2020,1558,Faculdade Doctum de João Monlevade,MG,João Monlevade,34,2,20
311,2020,1575,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,MG,Araxá,111,89,12
315,2020,1586,UNIVERSIDADE DO VALE DO SAPUCAÍ,MG,Pouso Alegre,60,0,58
316,2020,1598,CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA,MG,Uberlândia,18,5,17
328,2020,1666,CENTRO UNIVERSITÁRIO UNIHORIZONTES,MG,Belo Horizonte,369,156,144
341,2020,1720,FACULDADE MINAS GERAIS,MG,Belo Horizonte,2,0,2
356,2020,1786,INSTITUTO MACHADENSE DE ENSINO SUPERIOR,MG,Machado,71,72,0
370,2020,1818,FACULDADE PITÁGORAS DE BELO HORIZONTE,MG,Belo Horizonte,486,252,258
373,2020,1825,FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS,MG,Belo Horizonte,6,6,0
386,2020,1860,FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN,MG,Belo Horizonte,270,133,119
400,2020,1923,FACULDADE DE DIREITO PADRE ARNALDO JANSSEN,MG,Belo Horizonte,4,5,0
410,2020,1984,Centro Universitário Unifacig,MG,Manhuaçu,0,0,0
411,2020,1986,CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA,MG,Juiz de Fora,8,2,3
424,2020,2145,FACULDADE PROMOVE DE TECNOLOGIA,MG,Belo Horizonte,28,8,7
428,2020,2171,INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR,MG,Belo Horizonte,23,7,19
435,2020,2200,FACULDADE VALE DO GORUTUBA,MG,Nova Porteirinha,7,0,5
436,2020,2229,FACULDADE UNIS SÃO LOURENÇO,MG,São Lourenço,7,0,5
437,2020,2241,CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO,MG,Juiz de Fora,111,48,62
442,2020,2270,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,MG,Extrema,234,127,105
443,2020,2275,FACULDADE SANTO AGOSTINHO,MG,Montes Claros,9,0,9
469,2020,2579,CENTRO UNIVERSITÁRIO ATENAS,MG,Paracatu,8,9,0
473,2020,2703,FACULDADE SENAC MINAS,MG,Contagem,47,15,32
495,2020,3149,FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD,MG,Divinópolis,11,4,11
500,2020,3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",MG,Uberaba,93,48,21
505,2020,3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",MG,Montes Claros,171,115,6
506,2020,3189,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",MG,Belo Horizonte,449,88,58
508,2020,3205,CENTRO UNIVERSITÁRIO DE VIÇOSA,MG,Viçosa,0,0,0
511,2020,3279,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",MG,Juiz de Fora,197,76,53
520,2020,3368,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,MG,Varginha,696,437,250
521,2020,3371,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,MG,Patos de Minas,144,111,28
522,2020,3372,CENTRO UNIVERSITÁRIO DE LAVRAS,MG,Lavras,45,12,18
526,2020,3430,"Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem",MG,Uberlândia,279,125,124
541,2020,3786,FACULDADE DE ENSINO DE MINAS GERAIS,MG,Belo Horizonte,76,36,50
558,2020,3955,FACULDADES INTEGRADAS DE CATAGUASES,MG,Cataguases,0,0,0
595,2020,4251,FACULDADE PITÁGORAS DE TECNOLOGIA DE BELO HORIZONTE,MG,Belo Horizonte,385,248,182
602,2020,4362,FACULDADE PITÁGORAS DE BETIM,MG,Betim,228,139,91
626,2020,4722,FACULDADES INTEGRADAS VIANNA JÚNIOR,MG,Juiz de Fora,110,33,66
631,2020,4766,Centro Universitário UNA de Contagem,MG,Contagem,6,6,1
640,2020,4910,FACULDADE DO TRABALHO,MG,Uberlândia,172,133,55
644,2020,4962,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,MG,Sete Lagoas,171,74,41
661,2020,5369,FACULDADES INTEGRADAS ASMEC,MG,Ouro Fino,13,9,8
662,2020,5370,Centro Universitário Doctum de Teófilo Otoni,MG,Teófilo Otoni,125,236,1
697,2020,13034,FACULDADE SHALOM DE ENSINO SUPERIOR,MG,Uberlândia,0,0,0
700,2020,13300,FACULDADE ADJETIVO CETEP,MG,Mariana,68,16,4
706,2020,13663,FACULDADE ISEIB DE BETIM,MG,Betim,12,0,5
708,2020,13684,FACULDADE PITÁGORAS DE CONTAGEM,MG,Contagem,263,125,156
714,2020,13828,FACULDADE ISEIB DE BELO HORIZONTE,MG,Belo Horizonte,96,1,3
719,2020,14028,Centro Universitário UNA de Betim,MG,Betim,74,27,53
722,2020,14242,FACULDADE ÚNICA DE TIMÓTEO,MG,Timóteo,5,1,5
723,2020,14246,Faculdade Presidente Antônio Carlos de Uberaba,MG,Uberaba,20,3,9
724,2020,14248,Faculdade Presidente Antônio Carlos de Uberlândia,MG,Uberlândia,6,7,0
746,2020,15450,Faculdade Única de Ipatinga,MG,Ipatinga,352,126,164
747,2020,15452,CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO,MG,Bom Despacho,0,0,0
748,2020,15453,Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete,MG,Conselheiro Lafaiete,15,1,0
806,2020,18036,FACULDADE DE EMPREENDEDORISMO E CIÊNCIAS HUMANAS,MG,Uberlândia,10,0,10
815,2020,18462,FACULDADE PROMOVE DE CURVELO,MG,Curvelo,10,0,0
839,2020,19512,Centro Universitário Imepac - Araguari,MG,Araguari,51,30,20
840,2020,19555,Favenorte de Porteirinha,MG,Porteirinha,15,0,15
851,2020,20053,FACULDADE UNIMED,MG,Belo Horizonte,103,14,10
857,2020,20700,FACULDADE DE DESENVOLVIMENTO DO NORTE,MG,São Francisco,36,19,12
859,2020,21200,Faculdade ISMD,MG,Belo Horizonte,25,14,0
879,2020,22103,FACULDADE SANTA CASA DE BELO HORIZONTE,MG,Belo Horizonte,25,27,0
884,2020,22455,FGW - Faculdade de Gestão WOLI,MG,Araxá,48,112,0
3757,2024,548,UNIVERSIDADE FEDERAL DO MARANHÃO,MA,São Luís,141,144,0
3759,2024,568,UNIVERSIDADE ESTADUAL DO MARANHÃO,MA,São Luís,121,46,18
3767,2024,600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",MA,São Luís,125,35,53
3806,2024,823,UNIVERSIDADE CEUMA,MA,São Luís,110,66,22
3842,2024,1115,Centro Universitário Santa Terezinha,MA,São Luís,260,107,130
3932,2024,1590,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,MA,São Luís,15,0,13
3998,2024,1885,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,MA,São Luís,26,19,8
4006,2024,1931,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Paço do Lumiar,149,60,38
4031,2024,2189,FACULDADE DO MARANHÃO,MA,São Luís,6,0,1
4050,2024,2539,FACULDADE EVANGÉLICA DO MEIO NORTE,MA,Coroatá,1,0,1
4170,2024,4399,CENTRO UNIVERSITÁRIO DE BALSAS,MA,Balsas,38,1,0
4261,2024,13897,FACULDADE LABORO,MA,São Luís,287,140,65
4312,2024,16245,FACULDADE ESCOLA DE NEGÓCIOS EXCELLENCE,MA,São Luís,0,0,0
4323,2024,17326,FACULDADE GIANNA BERETTA,MA,São Luís,63,14,18
4324,2024,17352,Faculdade de Educação Memorial Adelaide Franco,MA,Pedreiras,0,0,0
4351,2024,18253,FACULDADE VALE DO AÇO,MA,Açailândia,23,7,5
4483,2024,23776,FACULDADE DE ENSINO SUPERIOR DO LAGO,MA,Timon,5,6,0
4496,2024,24412,FACULDADE EDUFOR,MA,São Luís,77,82,0
2854,2023,568,UNIVERSIDADE ESTADUAL DO MARANHÃO,MA,São Luís,97,12,36
2862,2023,600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",MA,São Luís,186,27,27
2902,2023,823,UNIVERSIDADE CEUMA,MA,São Luís,143,111,23
2939,2023,1115,Centro Universitário Santa Terezinha,MA,São Luís,337,147,140
2999,2023,1452,FACULDADE ANHANGUERA DO MARANHÃO,MA,São Luís,0,0,0
3031,2023,1590,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,MA,São Luís,24,14,4
3092,2023,1847,FACULDADE ANHANGUERA DE IMPERATRIZ,MA,Imperatriz,1,0,1
3102,2023,1885,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,MA,São Luís,20,13,1
3113,2023,1931,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Paço do Lumiar,174,79,46
3141,2023,2189,FACULDADE DO MARANHÃO,MA,São Luís,14,6,7
3164,2023,2539,FACULDADE EVANGÉLICA DO MEIO NORTE,MA,Coroatá,13,0,12
3289,2023,4399,FACULDADE DE BALSAS,MA,Balsas,2,0,0
3319,2023,4865,FACULDADE ANHANGUERA DE SÃO LUIZ,MA,São Luís,4,0,4
3382,2023,13897,FACULDADE LABORO,MA,São Luís,283,253,17
3437,2023,16245,FACULDADE ESCOLA DE NEGÓCIOS EXCELLENCE,MA,São Luís,0,0,0
3447,2023,17326,FACULDADE GIANNA BERETTA,MA,São Luís,71,30,5
3597,2023,23776,FACULDADE DE ENSINO SUPERIOR DO LAGO,MA,Timon,3,3,1
1934,2022,568,UNIVERSIDADE ESTADUAL DO MARANHÃO,MA,São Luís,106,65,1
1942,2022,600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",MA,São Luís,223,37,10
1983,2022,823,UNIVERSIDADE CEUMA,MA,São Luís,87,52,24
2020,2022,1115,FACULDADE SANTA TEREZINHA,MA,São Luís,357,166,177
2084,2022,1452,FACULDADE ANHANGUERA DO MARANHÃO,MA,São Luís,5,3,3
2121,2022,1590,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,MA,São Luís,21,28,0
2185,2022,1847,FACULDADE ANHANGUERA DE IMPERATRIZ,MA,Imperatriz,4,0,3
2194,2022,1885,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,MA,São Luís,23,11,6
2205,2022,1931,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Paço do Lumiar,165,59,42
2237,2022,2189,FACULDADE DO MARANHÃO,MA,São Luís,24,7,15
2260,2022,2539,FACULDADE EVANGÉLICA DO MEIO NORTE,MA,Coroatá,14,0,0
2397,2022,4399,FACULDADE DE BALSAS,MA,Balsas,13,14,0
2431,2022,4865,FACULDADE ANHANGUERA DE SÃO LUIZ,MA,São Luís,13,2,6
2504,2022,13897,FACULDADE LABORO,MA,São Luís,254,131,131
2561,2022,16245,FACULDADE ESCOLA DE NEGÓCIOS EXCELLENCE,MA,São Luís,0,0,0
2571,2022,17326,FACULDADE GIANNA BERETTA,MA,São Luís,58,21,19
1024,2021,568,UNIVERSIDADE ESTADUAL DO MARANHÃO,MA,São Luís,59,8,0
1032,2021,600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",MA,São Luís,236,38,25
1073,2021,823,UNIVERSIDADE CEUMA,MA,São Luís,132,93,29
1109,2021,1115,FACULDADE SANTA TEREZINHA,MA,São Luís,335,164,57
1177,2021,1452,FACULDADE PITÁGORAS DO MARANHÃO,MA,São Luís,31,8,23
1216,2021,1590,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,MA,São Luís,7,14,0
1281,2021,1847,FACULDADE PITÁGORAS DE IMPERATRIZ,MA,Imperatriz,28,10,16
1290,2021,1885,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,MA,São Luís,23,6,4
1301,2021,1931,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Paço do Lumiar,161,62,42
1332,2021,2189,FACULDADE DO MARANHÃO,MA,São Luís,35,9,15
1359,2021,2539,FACULDADE EVANGÉLICA DO MEIO NORTE,MA,Coroatá,25,17,9
1532,2021,4865,FACULDADE PITÁGORAS DE SÃO LUIZ,MA,São Luís,75,33,50
1606,2021,13897,FACULDADE LABORO,MA,São Luís,440,217,70
1675,2021,17326,FACULDADE GIANNA BERETTA,MA,São Luís,70,44,18
1705,2021,18253,FACULDADE VALE DO AÇO,MA,Açailândia,32,9,9
1710,2021,18639,Faculdade Pitágoras de Bacabal,MA,Bacabal,4,0,4
122,2020,568,UNIVERSIDADE ESTADUAL DO MARANHÃO,MA,São Luís,93,85,0
171,2020,823,UNIVERSIDADE CEUMA,MA,São Luís,169,72,44
209,2020,1115,FACULDADE SANTA TEREZINHA,MA,São Luís,360,257,154
278,2020,1452,FACULDADE PITÁGORAS DO MARANHÃO,MA,São Luís,75,78,35
340,2020,1717,Faculdade de Imperatriz Wyden,MA,Imperatriz,0,0,0
381,2020,1847,FACULDADE PITÁGORAS DE IMPERATRIZ,MA,Imperatriz,54,56,21
391,2020,1885,CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,MA,São Luís,25,26,0
401,2020,1931,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Paço do Lumiar,233,61,65
433,2020,2189,FACULDADE DO MARANHÃO,MA,São Luís,40,20,0
637,2020,4865,FACULDADE PITÁGORAS DE SÃO LUIZ,MA,São Luís,153,117,78
717,2020,13897,FACULDADE LABORO,MA,São Luís,486,131,128
784,2020,17326,FACULDADE GIANNA BERETTA,MA,São Luís,140,20,97
818,2020,18639,Faculdade Pitágoras de Bacabal,MA,Bacabal,13,19,9
3650,2024,47,UNIVERSIDADE ESTADUAL DE GOIÁS,GO,Anápolis,150,75,51
3710,2024,384,Universidade Evangélica de Goiás,GO,Anápolis,75,21,36
3712,2024,386,CENTRO UNIVERSITÁRIO DE GOIÁS,GO,Goiânia,365,78,118
3755,2024,527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,GO,Goiânia,241,151,20
3807,2024,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,GO,Luziânia,35,18,14
3815,2024,939,FACULDADE CATÓLICA DE ANÁPOLIS,GO,Anápolis,10,0,10
3850,2024,1160,Centro Universitário Cambury,GO,Goiânia,63,44,25
3861,2024,1237,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA,GO,Aparecida de Goiânia,154,57,64
3869,2024,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",GO,Goiânia,117,37,6
3898,2024,1440,INSTITUTO APHONSIANO DE ENSINO SUPERIOR,GO,Trindade,9,3,5
3909,2024,1493,CENTRO UNIVERSITÁRIO ALVES FARIA,GO,Goiânia,120,69,15
3926,2024,1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER,GO,Aparecida de Goiânia,24,0,8
3942,2024,1663,Centro Universitário Araguaia,GO,Goiânia,120,72,24
3950,2024,1703,Centro Universitário UniBRAS Rio Verde,GO,Rio Verde,4,10,4
3977,2024,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",GO,Goiânia,64,43,16
3982,2024,1822,Centro Universitário Sul-Americana,GO,Goiânia,14,10,8
4036,2024,2288,FACULDADE ALMEIDA RODRIGUES,GO,Rio Verde,44,18,9
4037,2024,2336,CENTRO UNIVERSITÁRIO UNIBRAS MONTES BELOS,GO,São Luís de Montes Belos,10,19,4
4048,2024,2501,CENTRO UNIVERSITÁRIO ESTÁCIO DE GOIÁS,GO,Goiânia,51,45,16
4062,2024,2756,FACULDADE ANHANGUERA DE VALPARAÍSO,GO,Valparaíso de Goiás,0,0,0
4064,2024,2770,Centro Universitário FACUNICAMPS,GO,Goiânia,57,47,3
4065,2024,2796,Centro Universitário de Iporá,GO,Iporá,3,1,2
4128,2024,3877,FACULDADE MAUÁ DE GOIÁS,GO,Águas Lindas de Goiás,57,27,25
4129,2024,3920,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,GO,Anápolis,20,27,0
4156,2024,4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,GO,Goiânia,48,14,18
4158,2024,4123,Faculdade de Gestão e Inovação,GO,Jataí,94,63,0
4184,2024,4669,FACULDADE DELTA,GO,Goiânia,0,1,0
4185,2024,4699,FACULDADE NOROESTE,GO,Goiânia,18,10,3
4233,2024,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,GO,Anápolis,120,80,29
4245,2024,12916,IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO,GO,Goiânia,74,114,0
4247,2024,12928,FACULDADE CGESP GOIANIA,GO,Goiânia,11,8,1
4257,2024,13716,FACULDADE DE TECNOLOGIA GAP,GO,Anápolis,122,50,33
4338,2024,17831,Faculdade UniBRAS Catalão,GO,Catalão,0,0,0
4348,2024,18133,Centro Universitário Facunicamps Goiânia,GO,Goiânia,0,1,0
4389,2024,19878,FACULDADE CATEDRAL,GO,Valparaíso de Goiás,18,18,8
4396,2024,20455,FACULDADE DE GESTÃO BSSP,GO,Anápolis,20,20,0
4407,2024,21321,Faculdade Sensu,GO,Goiânia,151,139,19
4408,2024,21408,FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS,GO,Palmeiras de Goiás,15,7,0
4417,2024,21680,FACULDADE CEAFI,GO,Goiânia,21,8,8
4423,2024,21872,Faculdade CENBRAP,GO,Goiânia,27,50,0
4424,2024,21873,Faculdade Tecnológica Falcão,GO,Goiânia,47,0,0
4444,2024,22456,FACULDADE REALIZA,GO,Aparecida de Goiânia,1019,434,152
4445,2024,22463,Faculdade Impacto de Porangatu,GO,Porangatu,149,43,87
4449,2024,22592,FACULDADES INTEGRADAS DA AMÉRICA DO SUL,GO,Caldas Novas,18,20,16
4471,2024,23229,Faculdade Alfredo Nasser de Pontalina,GO,Pontalina,32,13,1
4473,2024,23252,Escola Superior UNA de Itumbiara,GO,Itumbiara,0,0,0
4481,2024,23707,FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ,GO,Formosa,8,6,0
4488,2024,23875,Faculdade Instituto de Ensino Superior,GO,Goiânia,401,100,301
4509,2024,25274,UNIVERSIDADE FEDERAL DE CATALÃO,GO,Catalão,99,0,0
4512,2024,25545,Faculdade Centro-Oeste,GO,Goiânia,97,97,0
4513,2024,25575,Faculdade VP,GO,Aparecida de Goiânia,23,36,0
4516,2024,25657,FACULDADE ITH,GO,Goiânia,56,43,0
4518,2024,26533,FACULDADE GOIÁS,GO,Goiânia,200,200,0
4522,2024,29928,COLÉGIO TECNOLÓGICO DO ESTADO DE GOIÁS AGUINALDO DE CAMPOS N,GO,Catalão,10,0,10
2746,2023,47,UNIVERSIDADE ESTADUAL DE GOIÁS,GO,Anápolis,145,57,34
2807,2023,384,Universidade Evangélica de Goiás,GO,Anápolis,109,57,26
2809,2023,386,CENTRO UNIVERSITÁRIO DE GOIÁS,GO,Goiânia,570,219,110
2852,2023,527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,GO,Goiânia,221,204,40
2903,2023,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,GO,Luziânia,38,23,8
2913,2023,939,FACULDADE CATÓLICA DE ANÁPOLIS,GO,Anápolis,15,8,6
2947,2023,1160,Centro Universitário Cambury,GO,Goiânia,35,28,2
2959,2023,1237,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA,GO,Aparecida de Goiânia,174,100,46
2967,2023,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",GO,Goiânia,104,32,26
2997,2023,1440,INSTITUTO APHONSIANO DE ENSINO SUPERIOR,GO,Trindade,9,10,0
